shift_id,date,employee_id,employee_name,role,hours_worked,hourly_rate,labor_cost
7975,2022-06-04,E012,Raj Patel,Line Cook,9.9,18.0,178.2
7976,2022-06-04,E003,Gianni Ferraro,Head Chef,10.8,28.0,302.4
7977,2022-06-04,E001,Sofia Russo,Owner/Manager,13.0,0.0,0.0
7978,2022-06-05,E006,Tony Esposito,Server,7.1,12.0,85.2
7979,2022-06-05,E007,Natalia Cruz,Server,6.6,12.0,79.2
7980,2022-06-05,E004,Luca Mancini,Sous Chef,10.4,22.0,228.8
7981,2022-06-05,E002,Giulia Russo,Co-Owner/FOH,10.3,0.0,0.0
7982,2022-06-05,E008,Danny Kwon,Bartender,8.2,15.0,123.0
7983,2022-06-05,E005,Carla DeLuca,Server,7.2,12.0,86.4
7984,2022-06-05,E012,Raj Patel,Line Cook,9.2,18.0,165.6
7985,2022-06-05,E003,Gianni Ferraro,Head Chef,9.9,28.0,277.2
7986,2022-06-05,E001,Sofia Russo,Owner/Manager,12.3,0.0,0.0
7987,2022-06-07,E006,Tony Esposito,Server,5.6,12.0,67.2
7988,2022-06-07,E004,Luca Mancini,Sous Chef,9.4,22.0,206.8
7989,2022-06-07,E002,Giulia Russo,Co-Owner/FOH,11.4,0.0,0.0
7990,2022-06-07,E008,Danny Kwon,Bartender,5.9,15.0,88.5
7991,2022-06-07,E005,Carla DeLuca,Server,6.0,12.0,72.0
7992,2022-06-07,E012,Raj Patel,Line Cook,8.8,18.0,158.4
7993,2022-06-07,E003,Gianni Ferraro,Head Chef,9.5,28.0,266.0
7994,2022-06-07,E001,Sofia Russo,Owner/Manager,12.6,0.0,0.0
7995,2022-06-08,E007,Natalia Cruz,Server,6.2,12.0,74.4
7996,2022-06-08,E004,Luca Mancini,Sous Chef,8.4,22.0,184.8
7997,2022-06-08,E002,Giulia Russo,Co-Owner/FOH,10.1,0.0,0.0
7998,2022-06-08,E008,Danny Kwon,Bartender,5.3,15.0,79.5
7999,2022-06-08,E005,Carla DeLuca,Server,6.6,12.0,79.2
8000,2022-06-08,E012,Raj Patel,Line Cook,10.0,18.0,180.0
8001,2022-06-08,E003,Gianni Ferraro,Head Chef,9.8,28.0,274.4
8002,2022-06-08,E001,Sofia Russo,Owner/Manager,11.7,0.0,0.0
8003,2022-06-09,E007,Natalia Cruz,Server,6.2,12.0,74.4
8004,2022-06-09,E004,Luca Mancini,Sous Chef,9.5,22.0,209.0
8005,2022-06-09,E002,Giulia Russo,Co-Owner/FOH,11.7,0.0,0.0
8006,2022-06-09,E008,Danny Kwon,Bartender,5.4,15.0,81.0
8007,2022-06-09,E005,Carla DeLuca,Server,6.1,12.0,73.2
8008,2022-06-09,E012,Raj Patel,Line Cook,9.4,18.0,169.2
8009,2022-06-09,E003,Gianni Ferraro,Head Chef,9.1,28.0,254.8
8010,2022-06-09,E001,Sofia Russo,Owner/Manager,10.4,0.0,0.0
8011,2022-06-10,E006,Tony Esposito,Server,8.0,12.0,96.0
8012,2022-06-10,E007,Natalia Cruz,Server,6.8,12.0,81.6
8013,2022-06-10,E004,Luca Mancini,Sous Chef,10.2,22.0,224.4
8014,2022-06-10,E002,Giulia Russo,Co-Owner/FOH,10.3,0.0,0.0
8015,2022-06-10,E008,Danny Kwon,Bartender,8.9,15.0,133.5
8016,2022-06-10,E005,Carla DeLuca,Server,8.7,12.0,104.4
8017,2022-06-10,E012,Raj Patel,Line Cook,10.5,18.0,189.0
8018,2022-06-10,E003,Gianni Ferraro,Head Chef,10.2,28.0,285.6
8019,2022-06-10,E001,Sofia Russo,Owner/Manager,11.0,0.0,0.0
8020,2022-06-11,E006,Tony Esposito,Server,7.1,12.0,85.2
8021,2022-06-11,E007,Natalia Cruz,Server,8.8,12.0,105.6
8022,2022-06-11,E004,Luca Mancini,Sous Chef,10.2,22.0,224.4
8023,2022-06-11,E002,Giulia Russo,Co-Owner/FOH,11.0,0.0,0.0
8024,2022-06-11,E008,Danny Kwon,Bartender,7.6,15.0,114.0
8025,2022-06-11,E005,Carla DeLuca,Server,7.0,12.0,84.0
8026,2022-06-11,E012,Raj Patel,Line Cook,9.0,18.0,162.0
8027,2022-06-11,E003,Gianni Ferraro,Head Chef,10.3,28.0,288.4
8028,2022-06-11,E001,Sofia Russo,Owner/Manager,12.8,0.0,0.0
8029,2022-06-12,E006,Tony Esposito,Server,8.9,12.0,106.8
8030,2022-06-12,E007,Natalia Cruz,Server,8.1,12.0,97.2
8031,2022-06-12,E004,Luca Mancini,Sous Chef,10.6,22.0,233.2
8032,2022-06-12,E002,Giulia Russo,Co-Owner/FOH,10.8,0.0,0.0
8033,2022-06-12,E008,Danny Kwon,Bartender,7.9,15.0,118.5
8034,2022-06-12,E005,Carla DeLuca,Server,8.1,12.0,97.2
8035,2022-06-12,E012,Raj Patel,Line Cook,10.6,18.0,190.8
8036,2022-06-12,E003,Gianni Ferraro,Head Chef,9.6,28.0,268.8
8037,2022-06-12,E001,Sofia Russo,Owner/Manager,11.2,0.0,0.0
8038,2022-06-14,E007,Natalia Cruz,Server,5.5,12.0,66.0
8039,2022-06-14,E004,Luca Mancini,Sous Chef,9.1,22.0,200.2
8040,2022-06-14,E002,Giulia Russo,Co-Owner/FOH,12.4,0.0,0.0
8041,2022-06-14,E008,Danny Kwon,Bartender,6.9,15.0,103.5
8042,2022-06-14,E005,Carla DeLuca,Server,5.9,12.0,70.8
8043,2022-06-14,E012,Raj Patel,Line Cook,8.6,18.0,154.8
8044,2022-06-14,E003,Gianni Ferraro,Head Chef,8.4,28.0,235.2
8045,2022-06-14,E001,Sofia Russo,Owner/Manager,11.6,0.0,0.0
8046,2022-06-15,E006,Tony Esposito,Server,5.2,12.0,62.4
8047,2022-06-15,E007,Natalia Cruz,Server,6.6,12.0,79.2
8048,2022-06-15,E004,Luca Mancini,Sous Chef,9.5,22.0,209.0
8049,2022-06-15,E002,Giulia Russo,Co-Owner/FOH,11.2,0.0,0.0
8050,2022-06-15,E008,Danny Kwon,Bartender,6.4,15.0,96.0
8051,2022-06-15,E012,Raj Patel,Line Cook,8.3,18.0,149.4
8052,2022-06-15,E003,Gianni Ferraro,Head Chef,9.1,28.0,254.8
8053,2022-06-15,E001,Sofia Russo,Owner/Manager,12.2,0.0,0.0
8054,2022-06-16,E006,Tony Esposito,Server,5.9,12.0,70.8
8055,2022-06-16,E004,Luca Mancini,Sous Chef,8.4,22.0,184.8
8056,2022-06-16,E002,Giulia Russo,Co-Owner/FOH,10.1,0.0,0.0
8057,2022-06-16,E008,Danny Kwon,Bartender,5.0,15.0,75.0
8058,2022-06-16,E005,Carla DeLuca,Server,6.5,12.0,78.0
8059,2022-06-16,E012,Raj Patel,Line Cook,8.6,18.0,154.8
8060,2022-06-16,E003,Gianni Ferraro,Head Chef,9.0,28.0,252.0
8061,2022-06-16,E001,Sofia Russo,Owner/Manager,12.0,0.0,0.0
8062,2022-06-17,E006,Tony Esposito,Server,8.5,12.0,102.0
8063,2022-06-17,E007,Natalia Cruz,Server,8.0,12.0,96.0
8064,2022-06-17,E004,Luca Mancini,Sous Chef,10.1,22.0,222.2
8065,2022-06-17,E002,Giulia Russo,Co-Owner/FOH,11.3,0.0,0.0
8066,2022-06-17,E008,Danny Kwon,Bartender,7.6,15.0,114.0
8067,2022-06-17,E005,Carla DeLuca,Server,6.6,12.0,79.2
8068,2022-06-17,E012,Raj Patel,Line Cook,9.8,18.0,176.4
8069,2022-06-17,E003,Gianni Ferraro,Head Chef,10.6,28.0,296.8
8070,2022-06-17,E001,Sofia Russo,Owner/Manager,11.3,0.0,0.0
8071,2022-06-18,E006,Tony Esposito,Server,7.3,12.0,87.6
8072,2022-06-18,E007,Natalia Cruz,Server,7.2,12.0,86.4
8073,2022-06-18,E004,Luca Mancini,Sous Chef,10.2,22.0,224.4
8074,2022-06-18,E002,Giulia Russo,Co-Owner/FOH,11.0,0.0,0.0
8075,2022-06-18,E008,Danny Kwon,Bartender,6.4,15.0,96.0
8076,2022-06-18,E005,Carla DeLuca,Server,7.3,12.0,87.6
8077,2022-06-18,E012,Raj Patel,Line Cook,9.5,18.0,171.0
8078,2022-06-18,E003,Gianni Ferraro,Head Chef,11.0,28.0,308.0
8079,2022-06-18,E001,Sofia Russo,Owner/Manager,11.7,0.0,0.0
8080,2022-06-19,E006,Tony Esposito,Server,6.2,12.0,74.4
8081,2022-06-19,E007,Natalia Cruz,Server,6.9,12.0,82.8
8082,2022-06-19,E004,Luca Mancini,Sous Chef,9.1,22.0,200.2
8083,2022-06-19,E002,Giulia Russo,Co-Owner/FOH,11.5,0.0,0.0
8084,2022-06-19,E008,Danny Kwon,Bartender,8.1,15.0,121.5
8085,2022-06-19,E005,Carla DeLuca,Server,7.8,12.0,93.6
8086,2022-06-19,E012,Raj Patel,Line Cook,10.3,18.0,185.4
8087,2022-06-19,E003,Gianni Ferraro,Head Chef,10.4,28.0,291.2
8088,2022-06-19,E001,Sofia Russo,Owner/Manager,10.9,0.0,0.0
8089,2022-06-21,E006,Tony Esposito,Server,5.4,12.0,64.8
8090,2022-06-21,E007,Natalia Cruz,Server,6.7,12.0,80.4
8091,2022-06-21,E004,Luca Mancini,Sous Chef,8.8,22.0,193.6
8092,2022-06-21,E002,Giulia Russo,Co-Owner/FOH,12.1,0.0,0.0
8093,2022-06-21,E008,Danny Kwon,Bartender,5.6,15.0,84.0
8094,2022-06-21,E012,Raj Patel,Line Cook,10.0,18.0,180.0
8095,2022-06-21,E003,Gianni Ferraro,Head Chef,8.5,28.0,238.0
8096,2022-06-21,E001,Sofia Russo,Owner/Manager,10.7,0.0,0.0
8097,2022-06-22,E007,Natalia Cruz,Server,5.4,12.0,64.8
8098,2022-06-22,E004,Luca Mancini,Sous Chef,9.3,22.0,204.6
8099,2022-06-22,E002,Giulia Russo,Co-Owner/FOH,12.3,0.0,0.0
8100,2022-06-22,E008,Danny Kwon,Bartender,6.2,15.0,93.0
8101,2022-06-22,E005,Carla DeLuca,Server,6.6,12.0,79.2
8102,2022-06-22,E012,Raj Patel,Line Cook,9.1,18.0,163.8
8103,2022-06-22,E003,Gianni Ferraro,Head Chef,8.3,28.0,232.4
8104,2022-06-22,E001,Sofia Russo,Owner/Manager,12.7,0.0,0.0
8105,2022-06-23,E006,Tony Esposito,Server,6.0,12.0,72.0
8106,2022-06-23,E007,Natalia Cruz,Server,6.9,12.0,82.8
8107,2022-06-23,E004,Luca Mancini,Sous Chef,8.7,22.0,191.4
8108,2022-06-23,E002,Giulia Russo,Co-Owner/FOH,12.5,0.0,0.0
8109,2022-06-23,E008,Danny Kwon,Bartender,5.8,15.0,87.0
8110,2022-06-23,E012,Raj Patel,Line Cook,8.7,18.0,156.6
8111,2022-06-23,E003,Gianni Ferraro,Head Chef,9.3,28.0,260.4
8112,2022-06-23,E001,Sofia Russo,Owner/Manager,10.5,0.0,0.0
8113,2022-06-24,E006,Tony Esposito,Server,6.5,12.0,78.0
8114,2022-06-24,E007,Natalia Cruz,Server,8.5,12.0,102.0
8115,2022-06-24,E004,Luca Mancini,Sous Chef,9.1,22.0,200.2
8116,2022-06-24,E002,Giulia Russo,Co-Owner/FOH,10.3,0.0,0.0
8117,2022-06-24,E008,Danny Kwon,Bartender,6.8,15.0,102.0
8118,2022-06-24,E005,Carla DeLuca,Server,7.2,12.0,86.4
8119,2022-06-24,E012,Raj Patel,Line Cook,9.7,18.0,174.6
8120,2022-06-24,E003,Gianni Ferraro,Head Chef,10.9,28.0,305.2
8121,2022-06-24,E001,Sofia Russo,Owner/Manager,10.3,0.0,0.0
8122,2022-06-25,E006,Tony Esposito,Server,8.3,12.0,99.6
8123,2022-06-25,E007,Natalia Cruz,Server,7.1,12.0,85.2
8124,2022-06-25,E004,Luca Mancini,Sous Chef,9.2,22.0,202.4
8125,2022-06-25,E002,Giulia Russo,Co-Owner/FOH,10.8,0.0,0.0
8126,2022-06-25,E008,Danny Kwon,Bartender,6.2,15.0,93.0
8127,2022-06-25,E005,Carla DeLuca,Server,7.7,12.0,92.4
8128,2022-06-25,E012,Raj Patel,Line Cook,9.5,18.0,171.0
8129,2022-06-25,E003,Gianni Ferraro,Head Chef,9.0,28.0,252.0
8130,2022-06-25,E001,Sofia Russo,Owner/Manager,12.7,0.0,0.0
8131,2022-06-26,E006,Tony Esposito,Server,6.3,12.0,75.6
8132,2022-06-26,E007,Natalia Cruz,Server,7.8,12.0,93.6
8133,2022-06-26,E004,Luca Mancini,Sous Chef,9.2,22.0,202.4
8134,2022-06-26,E002,Giulia Russo,Co-Owner/FOH,11.5,0.0,0.0
8135,2022-06-26,E008,Danny Kwon,Bartender,7.2,15.0,108.0
8136,2022-06-26,E005,Carla DeLuca,Server,6.4,12.0,76.8
8137,2022-06-26,E012,Raj Patel,Line Cook,10.2,18.0,183.6
8138,2022-06-26,E003,Gianni Ferraro,Head Chef,9.5,28.0,266.0
8139,2022-06-26,E001,Sofia Russo,Owner/Manager,12.0,0.0,0.0
8140,2022-06-28,E007,Natalia Cruz,Server,5.3,12.0,63.6
8141,2022-06-28,E004,Luca Mancini,Sous Chef,8.3,22.0,182.6
8142,2022-06-28,E002,Giulia Russo,Co-Owner/FOH,11.5,0.0,0.0
8143,2022-06-28,E008,Danny Kwon,Bartender,5.6,15.0,84.0
8144,2022-06-28,E005,Carla DeLuca,Server,5.1,12.0,61.2
8145,2022-06-28,E012,Raj Patel,Line Cook,9.3,18.0,167.4
8146,2022-06-28,E003,Gianni Ferraro,Head Chef,8.9,28.0,249.2
8147,2022-06-28,E001,Sofia Russo,Owner/Manager,12.0,0.0,0.0
8148,2022-06-29,E006,Tony Esposito,Server,6.5,12.0,78.0
8149,2022-06-29,E004,Luca Mancini,Sous Chef,9.9,22.0,217.8
8150,2022-06-29,E002,Giulia Russo,Co-Owner/FOH,10.4,0.0,0.0
8151,2022-06-29,E008,Danny Kwon,Bartender,6.5,15.0,97.5
8152,2022-06-29,E005,Carla DeLuca,Server,5.9,12.0,70.8
8153,2022-06-29,E012,Raj Patel,Line Cook,8.2,18.0,147.6
8154,2022-06-29,E003,Gianni Ferraro,Head Chef,8.6,28.0,240.8
8155,2022-06-29,E001,Sofia Russo,Owner/Manager,12.6,0.0,0.0
8156,2022-06-30,E006,Tony Esposito,Server,5.8,12.0,69.6
8157,2022-06-30,E007,Natalia Cruz,Server,6.2,12.0,74.4
8158,2022-06-30,E004,Luca Mancini,Sous Chef,8.4,22.0,184.8
8159,2022-06-30,E002,Giulia Russo,Co-Owner/FOH,12.3,0.0,0.0
8160,2022-06-30,E008,Danny Kwon,Bartender,5.9,15.0,88.5
8161,2022-06-30,E012,Raj Patel,Line Cook,9.8,18.0,176.4
8162,2022-06-30,E003,Gianni Ferraro,Head Chef,9.7,28.0,271.6
8163,2022-06-30,E001,Sofia Russo,Owner/Manager,11.9,0.0,0.0
8164,2022-07-01,E006,Tony Esposito,Server,8.5,12.0,102.0
8165,2022-07-01,E007,Natalia Cruz,Server,7.6,12.0,91.2
8166,2022-07-01,E004,Luca Mancini,Sous Chef,10.7,22.0,235.4
8167,2022-07-01,E002,Giulia Russo,Co-Owner/FOH,11.7,0.0,0.0
8168,2022-07-01,E008,Danny Kwon,Bartender,9.0,15.0,135.0
8169,2022-07-01,E005,Carla DeLuca,Server,8.8,12.0,105.6
8170,2022-07-01,E012,Raj Patel,Line Cook,9.5,18.0,171.0
8171,2022-07-01,E003,Gianni Ferraro,Head Chef,9.3,28.0,260.4
8172,2022-07-01,E001,Sofia Russo,Owner/Manager,11.6,0.0,0.0
8173,2022-07-02,E006,Tony Esposito,Server,8.5,12.0,102.0
8174,2022-07-02,E007,Natalia Cruz,Server,8.2,12.0,98.4
8175,2022-07-02,E004,Luca Mancini,Sous Chef,9.8,22.0,215.6
8176,2022-07-02,E002,Giulia Russo,Co-Owner/FOH,10.2,0.0,0.0
8177,2022-07-02,E008,Danny Kwon,Bartender,8.7,15.0,130.5
8178,2022-07-02,E005,Carla DeLuca,Server,6.5,12.0,78.0
8179,2022-07-02,E012,Raj Patel,Line Cook,10.3,18.0,185.4
8180,2022-07-02,E003,Gianni Ferraro,Head Chef,10.4,28.0,291.2
8181,2022-07-02,E001,Sofia Russo,Owner/Manager,11.6,0.0,0.0
8182,2022-07-03,E006,Tony Esposito,Server,8.9,12.0,106.8
8183,2022-07-03,E007,Natalia Cruz,Server,7.0,12.0,84.0
8184,2022-07-03,E004,Luca Mancini,Sous Chef,10.4,22.0,228.8
8185,2022-07-03,E002,Giulia Russo,Co-Owner/FOH,11.6,0.0,0.0
8186,2022-07-03,E008,Danny Kwon,Bartender,8.0,15.0,120.0
8187,2022-07-03,E005,Carla DeLuca,Server,7.4,12.0,88.8
8188,2022-07-03,E012,Raj Patel,Line Cook,10.1,18.0,181.8
8189,2022-07-03,E003,Gianni Ferraro,Head Chef,10.0,28.0,280.0
8190,2022-07-03,E001,Sofia Russo,Owner/Manager,10.5,0.0,0.0
8191,2022-07-05,E006,Tony Esposito,Server,6.2,12.0,74.4
8192,2022-07-05,E004,Luca Mancini,Sous Chef,9.7,22.0,213.4
8193,2022-07-05,E002,Giulia Russo,Co-Owner/FOH,12.2,0.0,0.0
8194,2022-07-05,E008,Danny Kwon,Bartender,6.2,15.0,93.0
8195,2022-07-05,E005,Carla DeLuca,Server,5.2,12.0,62.4
8196,2022-07-05,E012,Raj Patel,Line Cook,9.9,18.0,178.2
8197,2022-07-05,E003,Gianni Ferraro,Head Chef,8.9,28.0,249.2
8198,2022-07-05,E001,Sofia Russo,Owner/Manager,10.3,0.0,0.0
8199,2022-07-06,E006,Tony Esposito,Server,6.9,12.0,82.8
8200,2022-07-06,E004,Luca Mancini,Sous Chef,8.2,22.0,180.4
8201,2022-07-06,E002,Giulia Russo,Co-Owner/FOH,12.8,0.0,0.0
8202,2022-07-06,E008,Danny Kwon,Bartender,5.7,15.0,85.5
8203,2022-07-06,E005,Carla DeLuca,Server,6.8,12.0,81.6
8204,2022-07-06,E012,Raj Patel,Line Cook,8.6,18.0,154.8
8205,2022-07-06,E003,Gianni Ferraro,Head Chef,9.5,28.0,266.0
8206,2022-07-06,E001,Sofia Russo,Owner/Manager,12.0,0.0,0.0
8207,2022-07-07,E006,Tony Esposito,Server,5.1,12.0,61.2
8208,2022-07-07,E004,Luca Mancini,Sous Chef,8.5,22.0,187.0
8209,2022-07-07,E002,Giulia Russo,Co-Owner/FOH,12.9,0.0,0.0
8210,2022-07-07,E008,Danny Kwon,Bartender,5.5,15.0,82.5
8211,2022-07-07,E005,Carla DeLuca,Server,6.6,12.0,79.2
8212,2022-07-07,E012,Raj Patel,Line Cook,8.8,18.0,158.4
8213,2022-07-07,E003,Gianni Ferraro,Head Chef,8.4,28.0,235.2
8214,2022-07-07,E001,Sofia Russo,Owner/Manager,12.9,0.0,0.0
8215,2022-07-08,E006,Tony Esposito,Server,7.3,12.0,87.6
8216,2022-07-08,E007,Natalia Cruz,Server,7.3,12.0,87.6
8217,2022-07-08,E004,Luca Mancini,Sous Chef,10.7,22.0,235.4
8218,2022-07-08,E002,Giulia Russo,Co-Owner/FOH,11.5,0.0,0.0
8219,2022-07-08,E008,Danny Kwon,Bartender,6.0,15.0,90.0
8220,2022-07-08,E005,Carla DeLuca,Server,7.9,12.0,94.8
8221,2022-07-08,E012,Raj Patel,Line Cook,10.3,18.0,185.4
8222,2022-07-08,E003,Gianni Ferraro,Head Chef,10.3,28.0,288.4
8223,2022-07-08,E001,Sofia Russo,Owner/Manager,12.3,0.0,0.0
8224,2022-07-09,E006,Tony Esposito,Server,8.9,12.0,106.8
8225,2022-07-09,E007,Natalia Cruz,Server,7.5,12.0,90.0
8226,2022-07-09,E004,Luca Mancini,Sous Chef,10.9,22.0,239.8
8227,2022-07-09,E002,Giulia Russo,Co-Owner/FOH,11.3,0.0,0.0
8228,2022-07-09,E008,Danny Kwon,Bartender,7.9,15.0,118.5
8229,2022-07-09,E005,Carla DeLuca,Server,7.7,12.0,92.4
8230,2022-07-09,E012,Raj Patel,Line Cook,10.9,18.0,196.2
8231,2022-07-09,E003,Gianni Ferraro,Head Chef,9.6,28.0,268.8
8232,2022-07-09,E001,Sofia Russo,Owner/Manager,12.0,0.0,0.0
8233,2022-07-10,E006,Tony Esposito,Server,7.6,12.0,91.2
8234,2022-07-10,E007,Natalia Cruz,Server,7.8,12.0,93.6
8235,2022-07-10,E004,Luca Mancini,Sous Chef,10.5,22.0,231.0
8236,2022-07-10,E002,Giulia Russo,Co-Owner/FOH,10.1,0.0,0.0
8237,2022-07-10,E008,Danny Kwon,Bartender,6.7,15.0,100.5
8238,2022-07-10,E005,Carla DeLuca,Server,6.6,12.0,79.2
8239,2022-07-10,E012,Raj Patel,Line Cook,9.5,18.0,171.0
8240,2022-07-10,E003,Gianni Ferraro,Head Chef,10.4,28.0,291.2
8241,2022-07-10,E001,Sofia Russo,Owner/Manager,10.2,0.0,0.0
8242,2022-07-12,E006,Tony Esposito,Server,6.7,12.0,80.4
8243,2022-07-12,E007,Natalia Cruz,Server,5.3,12.0,63.6
8244,2022-07-12,E004,Luca Mancini,Sous Chef,8.9,22.0,195.8
8245,2022-07-12,E002,Giulia Russo,Co-Owner/FOH,13.0,0.0,0.0
8246,2022-07-12,E008,Danny Kwon,Bartender,6.8,15.0,102.0
8247,2022-07-12,E012,Raj Patel,Line Cook,9.5,18.0,171.0
8248,2022-07-12,E003,Gianni Ferraro,Head Chef,8.4,28.0,235.2
8249,2022-07-12,E001,Sofia Russo,Owner/Manager,11.8,0.0,0.0
8250,2022-07-13,E006,Tony Esposito,Server,5.4,12.0,64.8
8251,2022-07-13,E007,Natalia Cruz,Server,5.7,12.0,68.4
8252,2022-07-13,E004,Luca Mancini,Sous Chef,8.5,22.0,187.0
8253,2022-07-13,E002,Giulia Russo,Co-Owner/FOH,10.3,0.0,0.0
8254,2022-07-13,E008,Danny Kwon,Bartender,6.4,15.0,96.0
8255,2022-07-13,E012,Raj Patel,Line Cook,9.8,18.0,176.4
8256,2022-07-13,E003,Gianni Ferraro,Head Chef,8.6,28.0,240.8
8257,2022-07-13,E001,Sofia Russo,Owner/Manager,12.0,0.0,0.0
8258,2022-07-14,E007,Natalia Cruz,Server,5.2,12.0,62.4
8259,2022-07-14,E004,Luca Mancini,Sous Chef,8.7,22.0,191.4
8260,2022-07-14,E002,Giulia Russo,Co-Owner/FOH,10.1,0.0,0.0
8261,2022-07-14,E008,Danny Kwon,Bartender,6.7,15.0,100.5
8262,2022-07-14,E005,Carla DeLuca,Server,5.7,12.0,68.4
8263,2022-07-14,E012,Raj Patel,Line Cook,9.7,18.0,174.6
8264,2022-07-14,E003,Gianni Ferraro,Head Chef,8.9,28.0,249.2
8265,2022-07-14,E001,Sofia Russo,Owner/Manager,12.1,0.0,0.0
8266,2022-07-15,E006,Tony Esposito,Server,8.9,12.0,106.8
8267,2022-07-15,E007,Natalia Cruz,Server,6.6,12.0,79.2
8268,2022-07-15,E004,Luca Mancini,Sous Chef,9.1,22.0,200.2
8269,2022-07-15,E002,Giulia Russo,Co-Owner/FOH,11.5,0.0,0.0
8270,2022-07-15,E008,Danny Kwon,Bartender,6.3,15.0,94.5
8271,2022-07-15,E005,Carla DeLuca,Server,6.9,12.0,82.8
8272,2022-07-15,E012,Raj Patel,Line Cook,10.2,18.0,183.6
8273,2022-07-15,E003,Gianni Ferraro,Head Chef,9.4,28.0,263.2
8274,2022-07-15,E001,Sofia Russo,Owner/Manager,10.4,0.0,0.0
8275,2022-07-16,E006,Tony Esposito,Server,7.4,12.0,88.8
8276,2022-07-16,E007,Natalia Cruz,Server,8.1,12.0,97.2
8277,2022-07-16,E004,Luca Mancini,Sous Chef,10.1,22.0,222.2
8278,2022-07-16,E002,Giulia Russo,Co-Owner/FOH,11.5,0.0,0.0
8279,2022-07-16,E008,Danny Kwon,Bartender,8.4,15.0,126.0
8280,2022-07-16,E005,Carla DeLuca,Server,7.0,12.0,84.0
8281,2022-07-16,E012,Raj Patel,Line Cook,10.6,18.0,190.8
8282,2022-07-16,E003,Gianni Ferraro,Head Chef,10.0,28.0,280.0
8283,2022-07-16,E001,Sofia Russo,Owner/Manager,10.0,0.0,0.0
8284,2022-07-17,E006,Tony Esposito,Server,7.4,12.0,88.8
8285,2022-07-17,E007,Natalia Cruz,Server,6.7,12.0,80.4
8286,2022-07-17,E004,Luca Mancini,Sous Chef,10.0,22.0,220.0
8287,2022-07-17,E002,Giulia Russo,Co-Owner/FOH,11.6,0.0,0.0
8288,2022-07-17,E008,Danny Kwon,Bartender,7.4,15.0,111.0
8289,2022-07-17,E005,Carla DeLuca,Server,6.5,12.0,78.0
8290,2022-07-17,E012,Raj Patel,Line Cook,10.7,18.0,192.6
8291,2022-07-17,E003,Gianni Ferraro,Head Chef,10.0,28.0,280.0
8292,2022-07-17,E001,Sofia Russo,Owner/Manager,10.8,0.0,0.0
8293,2022-07-19,E007,Natalia Cruz,Server,6.2,12.0,74.4
8294,2022-07-19,E004,Luca Mancini,Sous Chef,8.3,22.0,182.6
8295,2022-07-19,E002,Giulia Russo,Co-Owner/FOH,10.1,0.0,0.0
8296,2022-07-19,E008,Danny Kwon,Bartender,6.5,15.0,97.5
8297,2022-07-19,E005,Carla DeLuca,Server,6.7,12.0,80.4
8298,2022-07-19,E012,Raj Patel,Line Cook,9.6,18.0,172.8
8299,2022-07-19,E003,Gianni Ferraro,Head Chef,8.9,28.0,249.2
8300,2022-07-19,E001,Sofia Russo,Owner/Manager,11.9,0.0,0.0
8301,2022-07-20,E006,Tony Esposito,Server,5.9,12.0,70.8
8302,2022-07-20,E007,Natalia Cruz,Server,5.7,12.0,68.4
8303,2022-07-20,E004,Luca Mancini,Sous Chef,8.2,22.0,180.4
8304,2022-07-20,E002,Giulia Russo,Co-Owner/FOH,12.4,0.0,0.0
8305,2022-07-20,E008,Danny Kwon,Bartender,6.0,15.0,90.0
8306,2022-07-20,E012,Raj Patel,Line Cook,9.3,18.0,167.4
8307,2022-07-20,E003,Gianni Ferraro,Head Chef,9.6,28.0,268.8
8308,2022-07-20,E001,Sofia Russo,Owner/Manager,10.5,0.0,0.0
8309,2022-07-21,E007,Natalia Cruz,Server,6.0,12.0,72.0
8310,2022-07-21,E004,Luca Mancini,Sous Chef,8.8,22.0,193.6
8311,2022-07-21,E002,Giulia Russo,Co-Owner/FOH,11.7,0.0,0.0
8312,2022-07-21,E008,Danny Kwon,Bartender,6.3,15.0,94.5
8313,2022-07-21,E005,Carla DeLuca,Server,6.9,12.0,82.8
8314,2022-07-21,E012,Raj Patel,Line Cook,8.1,18.0,145.8
8315,2022-07-21,E003,Gianni Ferraro,Head Chef,9.6,28.0,268.8
8316,2022-07-21,E001,Sofia Russo,Owner/Manager,10.9,0.0,0.0
8317,2022-07-22,E006,Tony Esposito,Server,8.6,12.0,103.2
8318,2022-07-22,E007,Natalia Cruz,Server,7.0,12.0,84.0
8319,2022-07-22,E004,Luca Mancini,Sous Chef,10.4,22.0,228.8
8320,2022-07-22,E002,Giulia Russo,Co-Owner/FOH,11.8,0.0,0.0
8321,2022-07-22,E008,Danny Kwon,Bartender,7.6,15.0,114.0
8322,2022-07-22,E005,Carla DeLuca,Server,8.4,12.0,100.8
8323,2022-07-22,E012,Raj Patel,Line Cook,9.3,18.0,167.4
8324,2022-07-22,E003,Gianni Ferraro,Head Chef,10.0,28.0,280.0
8325,2022-07-22,E001,Sofia Russo,Owner/Manager,12.3,0.0,0.0
8326,2022-07-23,E006,Tony Esposito,Server,8.5,12.0,102.0
8327,2022-07-23,E007,Natalia Cruz,Server,6.2,12.0,74.4
8328,2022-07-23,E004,Luca Mancini,Sous Chef,10.9,22.0,239.8
8329,2022-07-23,E002,Giulia Russo,Co-Owner/FOH,12.2,0.0,0.0
